line;field;message
745;kunden_id;not an integer
746;kunden_id;not an integer
746;punkte;must be 1-5
747;kunden_id;not an integer
747;punkte;must be 1-5
748;kunden_id;not an integer
749;kunden_id;not an integer
750;kunden_id;not an integer
750;punkte;must be 1-5
751;kunden_id;not an integer
752;kunden_id;not an integer
753;kunden_id;not an integer
754;kunden_id;not an integer
754;punkte;must be 1-5
755;kunden_id;not an integer
756;kunden_id;not an integer
757;kunden_id;not an integer
758;kunden_id;not an integer
759;kunden_id;not an integer
759;punkte;must be 1-5
760;kunden_id;not an integer
761;kunden_id;not an integer
762;kunden_id;not an integer
762;punkte;must be 1-5
763;kunden_id;not an integer
764;kunden_id;not an integer
765;kunden_id;not an integer
765;punkte;must be 1-5
766;kunden_id;not an integer
767;kunden_id;not an integer
767;punkte;must be 1-5
768;kunden_id;not an integer
768;punkte;must be 1-5
769;kunden_id;not an integer
769;punkte;must be 1-5
770;kunden_id;not an integer
771;kunden_id;not an integer
772;kunden_id;not an integer
773;kunden_id;not an integer
774;kunden_id;not an integer
774;punkte;must be 1-5
775;kunden_id;not an integer
776;kunden_id;not an integer
777;kunden_id;not an integer
777;punkte;must be 1-5
778;kunden_id;not an integer
779;kunden_id;not an integer
779;punkte;must be 1-5
780;kunden_id;not an integer
781;kunden_id;not an integer
782;kunden_id;not an integer
783;kunden_id;not an integer
784;kunden_id;not an integer
785;kunden_id;not an integer
785;punkte;must be 1-5
786;kunden_id;not an integer
787;kunden_id;not an integer
788;kunden_id;not an integer
789;kunden_id;not an integer
789;punkte;must be 1-5
790;kunden_id;not an integer
791;kunden_id;not an integer
791;punkte;must be 1-5
792;kunden_id;not an integer
792;punkte;must be 1-5
793;kunden_id;not an integer
794;kunden_id;not an integer
795;kunden_id;not an integer
796;kunden_id;not an integer
797;kunden_id;not an integer
797;punkte;must be 1-5
798;kunden_id;not an integer
798;punkte;must be 1-5
799;kunden_id;not an integer
799;punkte;must be 1-5
800;kunden_id;not an integer
801;kunden_id;not an integer
802;kunden_id;not an integer
803;kunden_id;not an integer
804;kunden_id;not an integer
805;kunden_id;not an integer
805;punkte;must be 1-5
806;kunden_id;not an integer
806;punkte;must be 1-5
807;kunden_id;not an integer
808;kunden_id;not an integer
809;kunden_id;not an integer
810;kunden_id;not an integer
811;kunden_id;not an integer
811;punkte;must be 1-5
812;kunden_id;not an integer
812;punkte;must be 1-5
813;kunden_id;not an integer
813;punkte;must be 1-5
814;kunden_id;not an integer
814;punkte;must be 1-5
815;kunden_id;not an integer
815;punkte;must be 1-5
816;kunden_id;not an integer
816;punkte;must be 1-5
817;kunden_id;not an integer
817;punkte;must be 1-5
818;kunden_id;not an integer
818;punkte;must be 1-5
819;kunden_id;not an integer
819;punkte;must be 1-5
820;kunden_id;not an integer
821;kunden_id;not an integer
822;kunden_id;not an integer
823;kunden_id;not an integer
823;punkte;must be 1-5
824;kunden_id;not an integer
825;kunden_id;not an integer
826;kunden_id;not an integer
827;kunden_id;not an integer
828;kunden_id;not an integer
829;kunden_id;not an integer
830;kunden_id;not an integer
831;kunden_id;not an integer
831;punkte;must be 1-5
832;kunden_id;not an integer
833;kunden_id;not an integer
834;kunden_id;not an integer
835;kunden_id;not an integer
836;kunden_id;not an integer
837;kunden_id;not an integer
838;kunden_id;not an integer
838;punkte;must be 1-5
839;kunden_id;not an integer
840;kunden_id;not an integer
840;punkte;must be 1-5
841;kunden_id;not an integer
842;kunden_id;not an integer
843;kunden_id;not an integer
844;kunden_id;not an integer
845;kunden_id;not an integer
846;kunden_id;not an integer
847;kunden_id;not an integer
848;kunden_id;not an integer
849;kunden_id;not an integer
849;punkte;must be 1-5
850;kunden_id;not an integer
851;kunden_id;not an integer
851;punkte;must be 1-5
852;kunden_id;not an integer
853;kunden_id;not an integer
854;kunden_id;not an integer
855;kunden_id;not an integer
855;punkte;must be 1-5
856;kunden_id;not an integer
856;punkte;must be 1-5
857;kunden_id;not an integer
857;punkte;must be 1-5
858;kunden_id;not an integer
859;kunden_id;not an integer
859;punkte;must be 1-5
860;kunden_id;not an integer
860;punkte;must be 1-5
861;kunden_id;not an integer
861;punkte;must be 1-5
862;kunden_id;not an integer
862;punkte;must be 1-5
863;kunden_id;not an integer
864;kunden_id;not an integer
864;punkte;must be 1-5
865;kunden_id;not an integer
866;kunden_id;not an integer
866;punkte;must be 1-5
867;kunden_id;not an integer
868;kunden_id;not an integer
868;punkte;must be 1-5
869;kunden_id;not an integer
869;punkte;must be 1-5
870;kunden_id;not an integer
870;punkte;must be 1-5
871;kunden_id;not an integer
872;kunden_id;not an integer
873;kunden_id;not an integer
874;kunden_id;not an integer
874;punkte;must be 1-5
875;kunden_id;not an integer
875;punkte;must be 1-5
876;kunden_id;not an integer
876;punkte;must be 1-5
877;kunden_id;not an integer
877;punkte;must be 1-5
878;kunden_id;not an integer
878;punkte;must be 1-5
879;kunden_id;not an integer
879;punkte;must be 1-5
880;kunden_id;not an integer
881;kunden_id;not an integer
881;punkte;must be 1-5
882;kunden_id;not an integer
883;kunden_id;not an integer
883;punkte;must be 1-5
884;kunden_id;not an integer
884;punkte;must be 1-5
885;kunden_id;not an integer
886;kunden_id;not an integer
886;punkte;must be 1-5
887;kunden_id;not an integer
888;kunden_id;not an integer
889;kunden_id;not an integer
889;punkte;must be 1-5
890;kunden_id;not an integer
891;kunden_id;not an integer
892;kunden_id;not an integer
892;punkte;must be 1-5
893;kunden_id;not an integer
893;punkte;must be 1-5
894;kunden_id;not an integer
895;kunden_id;not an integer
896;kunden_id;not an integer
897;kunden_id;not an integer
898;kunden_id;not an integer
898;punkte;must be 1-5
899;kunden_id;not an integer
900;kunden_id;not an integer
900;punkte;must be 1-5
901;kunden_id;not an integer
901;punkte;must be 1-5
902;kunden_id;not an integer
903;kunden_id;not an integer
904;kunden_id;not an integer
905;kunden_id;not an integer
906;kunden_id;not an integer
906;punkte;must be 1-5
907;kunden_id;not an integer
908;kunden_id;not an integer
909;kunden_id;not an integer
910;kunden_id;not an integer
910;punkte;must be 1-5
911;kunden_id;not an integer
912;kunden_id;not an integer
913;kunden_id;not an integer
914;kunden_id;not an integer
914;punkte;must be 1-5
915;kunden_id;not an integer
915;punkte;must be 1-5
916;kunden_id;not an integer
916;punkte;must be 1-5
917;kunden_id;not an integer
917;punkte;must be 1-5
918;kunden_id;not an integer
918;punkte;must be 1-5
919;kunden_id;not an integer
919;punkte;must be 1-5
920;kunden_id;not an integer
921;kunden_id;not an integer
921;punkte;must be 1-5
922;kunden_id;not an integer
922;punkte;must be 1-5
923;kunden_id;not an integer
923;punkte;must be 1-5
924;kunden_id;not an integer
924;punkte;must be 1-5
925;kunden_id;not an integer
925;punkte;must be 1-5
926;kunden_id;not an integer
927;kunden_id;not an integer
927;punkte;must be 1-5
928;kunden_id;not an integer
928;punkte;must be 1-5
929;kunden_id;not an integer
930;kunden_id;not an integer
931;kunden_id;not an integer
932;kunden_id;not an integer
932;punkte;must be 1-5
933;kunden_id;not an integer
934;kunden_id;not an integer
934;punkte;must be 1-5
935;kunden_id;not an integer
935;punkte;must be 1-5
936;kunden_id;not an integer
937;kunden_id;not an integer
937;punkte;must be 1-5
938;kunden_id;not an integer
939;kunden_id;not an integer
939;punkte;must be 1-5
940;kunden_id;not an integer
941;kunden_id;not an integer
942;kunden_id;not an integer
943;kunden_id;not an integer
943;punkte;must be 1-5
944;kunden_id;not an integer
945;kunden_id;not an integer
946;kunden_id;not an integer
947;kunden_id;not an integer
948;kunden_id;not an integer
949;kunden_id;not an integer
949;punkte;must be 1-5
950;kunden_id;not an integer
951;kunden_id;not an integer
952;kunden_id;not an integer
953;kunden_id;not an integer
953;punkte;must be 1-5
954;kunden_id;not an integer
954;punkte;must be 1-5
955;kunden_id;not an integer
955;punkte;must be 1-5
956;kunden_id;not an integer
956;punkte;must be 1-5
957;kunden_id;not an integer
957;punkte;must be 1-5
958;kunden_id;not an integer
959;kunden_id;not an integer
959;punkte;must be 1-5
960;kunden_id;not an integer
961;kunden_id;not an integer
961;punkte;must be 1-5
962;kunden_id;not an integer
963;kunden_id;not an integer
964;kunden_id;not an integer
964;punkte;must be 1-5
965;kunden_id;not an integer
966;kunden_id;not an integer
967;kunden_id;not an integer
968;kunden_id;not an integer
968;punkte;must be 1-5
969;kunden_id;not an integer
969;punkte;must be 1-5
970;kunden_id;not an integer
971;kunden_id;not an integer
972;kunden_id;not an integer
972;punkte;must be 1-5
973;kunden_id;not an integer
974;kunden_id;not an integer
974;punkte;must be 1-5
975;kunden_id;not an integer
975;punkte;must be 1-5
976;kunden_id;not an integer
977;kunden_id;not an integer
978;kunden_id;not an integer
978;punkte;must be 1-5
979;kunden_id;not an integer
980;kunden_id;not an integer
980;punkte;must be 1-5
981;kunden_id;not an integer
981;punkte;must be 1-5
982;kunden_id;not an integer
983;kunden_id;not an integer
983;punkte;must be 1-5
984;kunden_id;not an integer
985;kunden_id;not an integer
985;punkte;must be 1-5
986;kunden_id;not an integer
986;punkte;must be 1-5
987;kunden_id;not an integer
987;punkte;must be 1-5
988;kunden_id;not an integer
989;kunden_id;not an integer
989;punkte;must be 1-5
990;kunden_id;not an integer
990;punkte;must be 1-5
991;kunden_id;not an integer
991;punkte;must be 1-5
992;kunden_id;not an integer
993;kunden_id;not an integer
994;kunden_id;not an integer
995;kunden_id;not an integer
996;kunden_id;not an integer
997;kunden_id;not an integer
998;kunden_id;not an integer
998;punkte;must be 1-5
999;kunden_id;not an integer
1000;kunden_id;not an integer
1000;punkte;must be 1-5
1001;kunden_id;not an integer
1002;kunden_id;not an integer
1003;kunden_id;not an integer
1004;kunden_id;not an integer
1005;kunden_id;not an integer
1005;punkte;must be 1-5
1006;kunden_id;not an integer
1006;punkte;must be 1-5
1007;kunden_id;not an integer
1007;punkte;must be 1-5
1008;kunden_id;not an integer
1009;kunden_id;not an integer
1009;punkte;must be 1-5
1010;kunden_id;not an integer
1011;kunden_id;not an integer
1012;kunden_id;not an integer
1013;kunden_id;not an integer
1014;kunden_id;not an integer
1015;kunden_id;not an integer
1016;kunden_id;not an integer
1016;punkte;must be 1-5
1017;kunden_id;not an integer
1017;punkte;must be 1-5
1018;kunden_id;not an integer
1019;kunden_id;not an integer
1020;kunden_id;not an integer
1020;punkte;must be 1-5
1021;kunden_id;not an integer
1021;punkte;must be 1-5
1022;kunden_id;not an integer
1023;kunden_id;not an integer
1024;kunden_id;not an integer
1024;punkte;must be 1-5
1025;kunden_id;not an integer
1026;kunden_id;not an integer
1027;kunden_id;not an integer
1027;punkte;must be 1-5
1028;kunden_id;not an integer
1029;kunden_id;not an integer
1030;kunden_id;not an integer
1031;kunden_id;not an integer
1031;punkte;must be 1-5
1032;kunden_id;not an integer
1033;kunden_id;not an integer
1033;punkte;must be 1-5
1034;kunden_id;not an integer
1035;kunden_id;not an integer
1036;kunden_id;not an integer
1037;kunden_id;not an integer
1037;punkte;must be 1-5
1038;kunden_id;not an integer
1038;punkte;must be 1-5
1039;kunden_id;not an integer
1040;kunden_id;not an integer
1041;kunden_id;not an integer
1041;punkte;must be 1-5
1042;kunden_id;not an integer
1042;punkte;must be 1-5
1043;kunden_id;not an integer
1044;kunden_id;not an integer
1044;punkte;must be 1-5
1045;kunden_id;not an integer
1046;kunden_id;not an integer
1046;punkte;must be 1-5
1047;kunden_id;not an integer
1048;kunden_id;not an integer
1049;kunden_id;not an integer
1050;kunden_id;not an integer
1050;punkte;must be 1-5
1051;kunden_id;not an integer
1052;kunden_id;not an integer
1053;kunden_id;not an integer
1054;kunden_id;not an integer
1054;punkte;must be 1-5
1055;kunden_id;not an integer
1056;kunden_id;not an integer
1057;kunden_id;not an integer
1058;kunden_id;not an integer
1059;kunden_id;not an integer
1059;punkte;must be 1-5
1060;kunden_id;not an integer
1061;kunden_id;not an integer
1062;kunden_id;not an integer
1062;punkte;must be 1-5
1063;kunden_id;not an integer
1064;kunden_id;not an integer
1064;punkte;must be 1-5
1065;kunden_id;not an integer
1066;kunden_id;not an integer
1066;punkte;must be 1-5
1067;kunden_id;not an integer
1068;kunden_id;not an integer
1068;punkte;must be 1-5
1069;kunden_id;not an integer
1070;kunden_id;not an integer
1071;kunden_id;not an integer
1071;punkte;must be 1-5
1072;kunden_id;not an integer
1073;kunden_id;not an integer
1074;kunden_id;not an integer
1074;punkte;must be 1-5
1075;kunden_id;not an integer
1075;punkte;must be 1-5
1076;kunden_id;not an integer
1077;kunden_id;not an integer
1077;punkte;must be 1-5
1078;kunden_id;not an integer
1079;kunden_id;not an integer
1079;punkte;must be 1-5
1080;kunden_id;not an integer
1081;kunden_id;not an integer
1082;kunden_id;not an integer
1083;kunden_id;not an integer
1084;kunden_id;not an integer
1085;kunden_id;not an integer
1086;kunden_id;not an integer
1087;kunden_id;not an integer
1088;kunden_id;not an integer
1089;kunden_id;not an integer
1090;kunden_id;not an integer
1091;kunden_id;not an integer
1092;kunden_id;not an integer
1093;kunden_id;not an integer
1094;kunden_id;not an integer
1095;kunden_id;not an integer
1095;punkte;must be 1-5
1096;kunden_id;not an integer
1096;punkte;must be 1-5
1097;kunden_id;not an integer
1097;punkte;must be 1-5
1098;kunden_id;not an integer
1099;kunden_id;not an integer
1100;kunden_id;not an integer
1100;punkte;must be 1-5
1101;kunden_id;not an integer
1101;punkte;must be 1-5
1102;kunden_id;not an integer
1102;punkte;must be 1-5
1103;kunden_id;not an integer
1103;punkte;must be 1-5
1104;kunden_id;not an integer
1105;kunden_id;not an integer
1106;kunden_id;not an integer
1107;kunden_id;not an integer
1107;punkte;must be 1-5
1108;kunden_id;not an integer
1109;kunden_id;not an integer
1109;punkte;must be 1-5
1110;kunden_id;not an integer
1110;punkte;must be 1-5
1111;kunden_id;not an integer
1112;kunden_id;not an integer
1112;punkte;must be 1-5
1113;kunden_id;not an integer
1113;punkte;must be 1-5
1114;kunden_id;not an integer
1115;kunden_id;not an integer
1116;kunden_id;not an integer
1116;punkte;must be 1-5
1117;kunden_id;not an integer
1118;kunden_id;not an integer
1119;kunden_id;not an integer
1120;kunden_id;not an integer
1121;kunden_id;not an integer
1122;kunden_id;not an integer
1123;kunden_id;not an integer
1123;punkte;must be 1-5
1124;kunden_id;not an integer
1124;punkte;must be 1-5
1125;kunden_id;not an integer
1126;kunden_id;not an integer
1126;punkte;must be 1-5
1127;kunden_id;not an integer
1127;punkte;must be 1-5
1128;kunden_id;not an integer
1128;punkte;must be 1-5
1129;kunden_id;not an integer
1130;kunden_id;not an integer
1130;punkte;must be 1-5
1131;kunden_id;not an integer
1131;punkte;must be 1-5
1132;kunden_id;not an integer
1133;kunden_id;not an integer
1133;punkte;must be 1-5
1134;kunden_id;not an integer
1135;kunden_id;not an integer
1136;kunden_id;not an integer
1137;kunden_id;not an integer
1137;punkte;must be 1-5
1138;kunden_id;not an integer
1138;punkte;must be 1-5
1139;kunden_id;not an integer
1140;kunden_id;not an integer
1141;kunden_id;not an integer
1142;kunden_id;not an integer
1143;kunden_id;not an integer
1143;punkte;must be 1-5
1144;kunden_id;not an integer
1145;kunden_id;not an integer
1145;punkte;must be 1-5
1146;kunden_id;not an integer
1146;punkte;must be 1-5
1147;kunden_id;not an integer
1147;punkte;must be 1-5
1148;kunden_id;not an integer
1148;punkte;must be 1-5
1149;kunden_id;not an integer
1150;kunden_id;not an integer
1150;punkte;must be 1-5
1151;kunden_id;not an integer
